pub_id,doi,isbn,doc_type,pub_year,title,source,volume,issue,pages,openalex_id,editor,location,edition,publisher
2512,NA,NA,Article,2002,Personal Digital Assistants at the John W. Scott Health Sciences Library: Pocketing a New Medium,Bibliotheca Medica Canadiana,NA,NA,NA,NA,NA,NA,NA,NA
2513,NA,NA,Article,2015,Putting the ‘research’in the Association of College and Research Libraries: 75 years of ‘college and research libraries’ and other ACRL research programs,ACRL National Conference,NA,NA,NA,NA,NA,NA,NA,NA
2514,10.29173/lirg271,NA,Article,2006,ReLIANT: Readers guide to the Literature on Interventions Addressing the Need for education and Training,Library and Information Research,NA,NA,NA,NA,NA,NA,NA,NA
2515,10.18438/B8F62M,NA,Article,2011,Renewal and Change,Evidence Based Library and Information Practice,NA,NA,NA,NA,NA,NA,NA,NA
2516,10.1108/07378830610692109,NA,Article,2006,Research in librarianship: Issues to consider,Library hi tech,NA,NA,NA,NA,NA,NA,NA,NA
2517,10.18438/B8HC9M,NA,Article,2011,Should We Value Knowledge and Expertise?,Evidence Based Library and Information Practice,NA,NA,NA,NA,NA,NA,NA,NA
2518,10.18438/B8J89W,NA,Article,2009,Showing value,Evidence based library and information practice,NA,NA,NA,NA,NA,NA,NA,NA
2519,10.5703/1288284317020,NA,Article,2019,Simplifying the collections budget to maximize flexibility and increase responsiveness to user needs,NA,NA,NA,NA,NA,NA,NA,NA,NA
2520,10.18438/B8Z59K,NA,Article,2006,Small steps forward through critical appraisal,NA,NA,NA,NA,NA,NA,NA,NA,NA
2521,10.18438/B8M31R,NA,Article,2009,Stockholm shines,NA,NA,NA,NA,NA,NA,NA,NA,NA
2522,10.29173/cais852,NA,Article,2014,Success in research: Factors that contribute to increased research productivity across librarianship and other disciplines,Proceedings of the Annual Conference of CAIS/Actes du congrès annuel de l'ACSI,NA,NA,NA,NA,NA,NA,NA,NA
2523,10.18438/B88D1R,NA,Article,2010,The appropriateness of hierarchies,NA,NA,NA,NA,NA,NA,NA,NA,NA
2524,NA,NA,Blog Post,2015,The appropriation of evidence based terminology by vendors,Brain-Work: The C-EBLIP Blog,NA,NA,NA,NA,NA,NA,NA,NA
2525,NA,NA,Article,2007,The making of a journal: disseminating research to inform practice,NA,NA,NA,NA,NA,NA,NA,NA,NA
2526,10.18438/B8Q021,NA,Article,2012,The state of systematic reviews in library and information studies,NA,NA,NA,NA,NA,NA,NA,NA,NA
2527,10.18438/B8Z33M,NA,Article,2010,Thoughts on reflection,Evidence Based Library and Information Practice,NA,NA,NA,NA,NA,NA,NA,NA
2528,10.7939/R35T3G685,NA,Article,2011,Transferring evidence into practice: what evidence summaries of library and information studies research tell practitioners,NA,NA,NA,NA,NA,NA,NA,NA,NA
2529,10.18438/B8G66F,NA,Article,2017,Understanding factors that encourage research productivity in academic librarians,Evidence Based Library and Information Practice,NA,NA,NA,NA,NA,NA,NA,NA
2530,10.33137/ijidi.v2i1/2.32218,NA,Article,2018,Unsettling Our Practices,"The International Journal of Information, Diversity, & Inclusion",NA,NA,NA,NA,NA,NA,NA,NA
2531,10.18438/B8TW52,NA,Article,2011,What is evidence?,NA,NA,NA,NA,NA,NA,NA,NA,NA
2532,10.14288/1.0348075,NA,Conference Paper,2017,"Across Canada, across disciplines: Research data management practices and needs in the social sciences and humanities",International Association for Social Science Information Services and …,NA,NA,NA,NA,NA,NA,NA,NA
2533,10.1016/j.chemphyslip.2006.02.002,NA,Article,2006,Changes in molecular order across the lamellar-to-inverted hexagonal phase transition depend on the position of the double-bond in mono-unsaturated phospholipid dispersions,Chemistry and physics of lipids,140,1-2,98-108,NA,NA,NA,NA,NA
2534,10.1002/jmri.20651,NA,Article,2006,Diffusion tensor imaging in evaluation of human skeletal muscle injury,Journal of Magnetic Resonance Imaging: An Official Journal of the …,24,2,402-408,NA,NA,NA,NA,NA
2535,https://doi.org/10.1016/j.jocs.2013.10.001,NA,Article,2014,Discovering oxygen channel topology in photosystem II using implicit ligand sampling and wavefront propagation,Journal of Computational Science,33,2,131-142,NA,NA,NA,NA,NA
2536,NA,NA,Thesis,1999,Effect of the position of the double-bond in monounsaturated phospholipids on the dynamics of model membranes,Brock University,NA,NA,NA,NA,NA,NA,NA,NA
2537,https://doi.org/10.1016/j.bbabio.2012.05.016,NA,Article,2012,Exploring the energetics of water permeation in photosystem II by multiple steered molecular dynamics simulations,Biochimica et Biophysica Acta (BBA)-Bioenergetics,NA,NA,NA,NA,NA,NA,NA,NA
2538,NA,NA,Conference Paper,2016,From coast to coast: Canadian collaboration in a changing RDM seascape,NA,NA,NA,NA,NA,NA,NA,NA,NA
2539,https://doi.org/10.1134/1.1130141,NA,Article,1997,Investigation of the chemical state of copper in Cu/SiO2 composite films by x-ray photoelectron spectroscopy,Physics of the Solid State,39,10,1691-1695,NA,NA,NA,NA,NA
2540,NA,NA,Magazine Article,2006,Magnetic Resonance Findings and Serum Creatine Kinase Measurements in Acute Human Skeletal Muscle Injury,Proc. Intl. Soc. Mag. Reson. Med,NA,NA,NA,NA,NA,NA,NA,NA
2541,NA,NA,Thesis,2004,Molecular dynamics simulations and 2H NMR study of a lipid bilayer,University of Guelph,NA,NA,NA,NA,NA,NA,NA,NA
2542, 10.1529/biophysj.104.054601,NA,Article,2005,Molecular dynamics simulations and 2H NMR study of the GalCer/DPPG lipid bilayer,Biophysical journal,88,6,4017-4031,NA,NA,NA,NA,NA
2543,https://doi.org/10.1016/j.bbabio.2013.06.008,NA,Article,2013,Molecular dynamics simulations reveal highly permeable oxygen exit channels shared with water uptake channels in photosystem II,Biochimica et Biophysica Acta (BBA)-Bioenergetics,NA,NA,NA,NA,NA,NA,NA,NA
2544,NA,NA,Conference Paper,2005,Po‐Poster‐34: Diffusion tensor imaging in the human calf muscle as a measure of the muscle disorder,Medical Physics,NA,NA,NA,NA,NA,NA,NA,NA
2545,https://doi.org/10.1016/j.apmr.2006.08.116,NA,Article,2006,PR_094: Magnetic Resonance Findings in Human Skeletal Muscle After Biopsy,Archives of Physical Medicine and Rehabilitation,NA,NA,NA,NA,NA,NA,NA,NA
2546,NA,NA,Article,1997,Structure of inorganic nanoclusters embedded in solid matrixes: an X-ray absorption study,"Zeitschrift für Physik D Atoms, Molecules and Clusters",NA,NA,NA,NA,NA,NA,NA,NA
2547,NA,NA,Article,1997,The Formation of Copper Nanoclusters in SiO2 Studied by X-Ray Absorption Spectroscopy,J. Surface Analysis,3,2,486-489,NA,NA,NA,NA,NA
2548,NA,NA,Article,1998,XPS Study of Cu-Clusters and Atoms in Cu/SiO2 Composite Films,RUSSIAN ACADEMY OF SCIENCES SAINT PETERSBURG IOFFE PHYSICAL-TECHNICAL INST,NA,NA,NA,NA,NA,NA,NA,NA
2549,https://doi.org/10.2983/035.032.0239,NA,journal-article,2013,"Abstracts Of Shellfish Technical Papers Presented at the joint meeting of the Northeast Aquaculture Conference and Exposition Milford Aquaculture Seminar and the International Conference on Shellfish Restoration Groton, Connecticut December 12–15, 2012",Journal of Shellfish Research,32,2,571-612,https://openalex.org/W2921023924,NA,NA,NA,NA
2550,NA,NA,Memoir,2006,"Amélioration de la qualité de la collecte du pétoncle géant, Placopecten magellanicus (GMELIN 1791) par un meilleur contrôle de la période d'immersion des collecteurs aux Îles-de-la-Madeleine, Québec",NA,NA,NA,NA,https://openalex.org/W1533527818,NA,NA,NA,NA
2551,https://doi.org/10.3390/jmse8060382,NA,journal-article,2020,"Commercial performance of blue mussel (Mytilus edulis, L.) Stocks at a microgeographic scale",Journal of Marine Science and Engineering,8,6,NA,https://openalex.org/W3030865503,NA,NA,NA,NA
2552,https://doi.org/10.2983/0730-8000(2007)26[1045:wscoss]2.0.co;2,NA,journal-article,2007,"WEEKLY SPAT COLLECTION OF SEA SCALLOP, PLACOPECTEN MAGELLANICUS, AND UNDESIRABLE SPECIES AS A POTENTIAL TOOL TO PREDICT AN OPTIMAL DEPLOYMENT PERIOD OF COLLECTORS",Journal of Shellfish Research,26,4,1045-1054,https://openalex.org/W2176410417,NA,NA,NA,NA
2553,https://doi.org/10.7202/026335ar,NA,journal-article,2001,« La loi 68 : loi en l'honneur de Brian Smith »,Reflets,7,1,26-47,https://openalex.org/W2101823822,NA,NA,NA,NA
2554,https://doi.org/10.1111/j.1742-4658.2008.06830.x,NA,journal-article,2009,Accessory active site residues of Streptomyces sp. N174 chitosanase: variations on a common theme in the lysozyme superfamily,FEBS Journal,276,3,857-869,https://openalex.org/W1512730941,NA,NA,NA,NA
2555,https://doi.org/10.1177/0267659110373839,NA,journal-article,2010,Clinical relevance of ventilation during cardiopulmonary bypass in the prevention of postoperative lung dysfunction,Perfusion,25,4,205-210,https://openalex.org/W2061799555,NA,NA,NA,NA
2556,https://doi.org/10.14210/cotb.v0n0.pp.352-354,NA,journal-article,2013,Development of environmental wireless sensor with educational and preservationist purposes,Anais do Computer on the Beach,NA,NA,352-354,https://openalex.org/W2158689620,NA,NA,NA,NA
2557,https://doi.org/10.1522/25017810,NA,monograph,2006,Duras et Détruire dit-elle : le langage de la révolution,NA,NA,NA,NA,https://openalex.org/W37179813,NA,NA,NA,NA
2558,https://doi.org/10.20381/ruor-25083,NA,dissertation,2020,Étude descriptive des facilitateurs et des obstacles dans le transfert des connaissances en soins de plaies chez des infirmières nouvellement diplômées travaillant au Québec,NA,NA,NA,NA,https://openalex.org/W3058267739,NA,NA,NA,NA
2559,https://doi.org/10.7202/1009087ar,NA,journal-article,2012,Interactions between Dispatchers and Truck Drivers in a High Turnover Context,Relations Industrielles-industrial Relations,67,2,263-282,https://openalex.org/W1489942254,NA,NA,NA,NA
2560,10.3917/rsi.143.0045,NA,journal-article,2020,Knowledge transfer in wound care among nurses: An integrative literature review,Recherche en soins infirmiers,143,4,45-61,https://openalex.org/W3130223917,NA,NA,NA,NA
2561,https://doi.org/10.3917/rsi.143.0045,NA,journal-article,2020,Le transfert des connaissances en soins de plaies chez les infirmières : une revue intégrative des écrits.,Recherche en soins infirmiers,NA,143,45-61,https://openalex.org/W3122853639,NA,NA,NA,NA
2562,NA,NA,Journal-article,1995,"Marc Raboy (1992), Les médias québécois : Presse, radio, télévision, câblodistribution ; Lina Trudel (1992), La population face aux médias québécois",NA,16,1,228-230,https://openalex.org/W2781260293,NA,NA,NA,NA
2563,https://doi.org/10.1016/j.bbapap.2007.05.016,NA,journal-article,2007,Quantitative fluorometric analysis of the protective effect of chitosan on thermal unfolding of catalytically active native and genetically-engineered chitosanases.,Biochimica et Biophysica Acta,1774,8,975-984,https://openalex.org/W2031299222,NA,NA,NA,NA
2564,https://doi.org/10.1093/toxsci/kfy276,NA,journal-article,2019,Recovery From a Myocardial Infarction Is Impaired in Male C57bl/6 N Mice Acutely Exposed to the Bisphenols and Phthalates That Escape From Medical Devices Used in Cardiac Surgery.,Toxicological Sciences,168,1,78-94,https://openalex.org/W2900415181,NA,NA,NA,NA
2565,https://doi.org/10.7202/026329ar,NA,journal-article,2000,Résumés de mémoires de maîtrise,Reflets,6,2,242-260,https://openalex.org/W2090919057,NA,NA,NA,NA
2566,https://doi.org/10.1016/j.ejcts.2004.05.005,NA,journal-article,2004,Ventilation prevents pulmonary endothelial dysfunction and improves oxygenation after cardiopulmonary bypass without aortic cross-clamping.,European Journal of Cardio-Thoracic Surgery,26,3,554-563,https://openalex.org/W2134400966,NA,NA,NA,NA
2567,https://doi.org/10.1371/journal.pone.0258839,NA,journal-article,2021,Changes to telehealth practices in primary care in New Brunswick (Canada): A comparative study pre and during the COVID-19 pandemic,PLOS ONE,16,11,e0258839-e0258839,https://openalex.org/W3216569903,NA,NA,NA,NA
2568,NA,NA,Article,2017,Open access article processing charges (OA APC) longitudinal study 2016 dataset,"Data, MDRI",2,2,1-10,NA,NA,NA,NA,NA
2569,10.21125/inted.2017.2250,NA,Proceedings Paper,2017,TOWARDS THE LIFE-LONG CONTINUUM OF DIGITAL COMPETENCES: EXPLORING COMBINATION OF SOFT-SKILLS AND DIGITAL SKILLS DEVELOPMENT,INTED proceedings,5,1,NA,NA,NA,NA,NA,NA
2570,https://doi.org/10.3109/13561820.2015.1021002,NA,Article,2015,The use of information and communications technologies in the delivery of interprofessional education: A review of evaluation outcome levels,Journal of Interprofessional Care,29,6,541-550,NA,NA,NA,NA,NA
2571,NA,NA,Conference Paper,2015,Memoirs of a MakerBot Mechanic,NA,NA,NA,NA,NA,NA,NA,NA,NA
2572,NA,NA,Conference Paper,2015,Mobile Revolution: Changing the Face of Technology Instruction at Halifax Public Libraries,NA,NA,NA,NA,NA,NA,NA,NA,NA
2573,https://doi.org/10.18438/B81K9B,NA,Article,2016,Using data to break apart journal packages,Evidence Based Library and Information Practice,11,4,NA,NA,NA,NA,NA,NA
2574,https://doi.org/10.1111/echo.13726,NA,journal-article,2018,"Appropriateness, diagnostic value, and outcomes of repeat testing following index echocardiography",Echocardiography-a Journal of Cardiovascular Ultrasound and Allied Techniques,35,1,24-29,https://openalex.org/W2762242810,NA,NA,NA,NA
2575,https://doi.org/10.1186/s13244-019-0830-7,NA,journal-article,2020,Attitudes and perceptions of UK medical students towards artificial intelligence and radiology: a multicentre survey.,Insights Into Imaging,11,1,14-14,https://openalex.org/W3012668909,NA,NA,NA,NA
2576,NA,NA,journal-article,2018,Cancer and Stroke - Presentations and Problems (P2.213),Neurology,90,NA,NA,https://openalex.org/W3178309059,NA,NA,NA,NA
2577,https://doi.org/10.18203/2394-6040.ijcmph20183438,NA,journal-article,2018,Emergency management of upper gastrointestinal bleeding,International Journal of Community Medicine and Public Health,5,9,NA,https://openalex.org/W2885758995,NA,NA,NA,NA
2578,https://doi.org/10.1053/j.sult.2020.04.008,NA,journal-article,2020,"Multimodality Imaging Findings Postcystectomy: Postoperative Anatomy, Surgical Complications, and Surveillance Imaging.",Seminars in Ultrasound Ct and Mri,41,4,392-401,https://openalex.org/W3025889540,NA,NA,NA,NA
2579,https://doi.org/10.1080/01902148.2017.1393707,NA,journal-article,2017,Quercetin restores corticosteroid sensitivity in cells from patients with chronic obstructive pulmonary disease.,Experimental Lung Research,43,9-10,417-425,https://openalex.org/W2771713846,NA,NA,NA,NA
2580,https://doi.org/10.1002/hep.26676,NA,journal-article,2014,Beta-blockers in cirrhosis patients with refractory ascites,Hepatology,59,5,2054-2055,https://openalex.org/W2096421611,NA,NA,NA,NA
2581,https://doi.org/10.1080/14480220.2015.1082496,NA,journal-article,2015,NCVER Building Researcher Capacity Scholarship: A Rural Participant's Perspective.,International Journal of Training Research,13,2,132-144,https://openalex.org/W2219323564,NA,NA,NA,NA
2582,https://doi.org/10.1006/geno.1997.5071,NA,journal-article,1997,Assignment of the Y4 receptor gene (PPYR1) to human chromosome 10q11.2 and mouse chromosome 14.,Genomics,46,3,513-515,https://openalex.org/W2017585526,NA,NA,NA,NA
2583,https://doi.org/10.1006/geno.1998.5644,NA,journal-article,1999,"GPR56, a Novel Secretin-like Human G-Protein-Coupled Receptor Gene ☆",Genomics,55,3,296-305,https://openalex.org/W2089535712,NA,NA,NA,NA
2584,https://doi.org/10.1101/gr.6.9.858,NA,journal-article,1996,Intron 17 of the human retinoblastoma susceptibility gene encodes an actively transcribed G protein-coupled receptor gene.,Genome Research,6,9,858-861,https://openalex.org/W2046182943,NA,NA,NA,NA
2585,https://doi.org/10.1006/geno.1997.4684,NA,journal-article,1997,Overlapping gene structure of the human neuropeptide Y receptor subtypes Y1 and Y5 suggests coordinate transcriptional regulation.,Genomics,41,3,315-319,https://openalex.org/W2001796730,NA,NA,NA,NA
2586,https://doi.org/10.1074/jbc.270.20.11789,NA,journal-article,1995,"Synergistic interaction of Y1-neuropeptide Y and alpha 1b-adrenergic receptors in the regulation of phospholipase C, protein kinase C, and arachidonic acid production.",Journal of Biological Chemistry,270,20,11789-11796,https://openalex.org/W2065791021,NA,NA,NA,NA
2587,https://doi.org/10.18438/b8ts38,NA,journal-article,2007,New Conveners for EBLIG,Evidence Based Library and Information Practice,2,3,130-131,https://openalex.org/W1586926774,NA,NA,NA,NA
2588,https://doi.org/10.21083/partnership.v6i2.1552,NA,journal-article,2011,Seeing Double at Memorial University: Two WorldCat Local Usability Studies,Partnership: The Canadian Journal of Library and Information Practice and Research,6,2,NA,https://openalex.org/W1558648841,NA,NA,NA,NA
2589,NA,NA,Conference Presentation,2010,Selecting the Selection Tool,NA,NA,NA,NA,https://openalex.org/W2752582635,NA,NA,NA,NA
2590,NA,NA,Article,2019,A systematic review of reviews: recruitment and retention of rural family physicians,Canadian Journal of Rural Medicine,25,1,20-30,NA,NA,NA,NA,NA
2591,10.5195/jmla.2018.355,NA,Article,2018,Accuracy of online discussion forums on common childhood ailments,Journal of the Medical Library Association,106,4,455-463,NA,NA,NA,NA,NA
2592,https://doi.org/10.18438/B8R89R,NA,NA,2008,An evaluation of the five most used evidence based bedside information tools in Canadian health libraries,Evidence Based Library and Information Practice,3,2,NA,NA,NA,NA,NA,NA
2593,NA,NA,Article,2018,Challenges with access to healthcare from the perspective of patients living with HIV: a scoping review & framework synthesis,AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV,NA,NA,NA,NA,NA,NA,NA,NA
